date,title,source,link
2026-08-07 02:27:55,【10:27 即時新聞】友通(2397)股價上漲至66.3元、漲幅7.28%，IPC族群資金續進＋外資連買推升短線多頭結構 - CMoney投資網誌,CMoney投資網誌,https://cmnews.com.tw/article/cmoneyairesearcher-9928200c-9207-11f1-ae19-91e7feb383c5
2026-08-10 15:50:00,營收速報 - 友通(2397)7月營收12.85億元年增率高達51.27％｜新聞快訊｜豐雲學堂 - sinotrade.com.tw,sinotrade.com.tw,https://www.sinotrade.com.tw/richclub/news/6a7ac871b17ee7367811b75b
2026-08-13 02:44:46,友通(2397)-同學風向與貼文摘要 - 股市爆料同學會 - CMoney,CMoney,https://www.cmoney.tw/forum/stock/2397?tab=AISummary
2026-08-13 16:09:00,友通加速邊緣AI落地 奠定2027年營運基礎 - 自由時報,自由時報,https://stock.ltn.com.tw/article/jhqy42m0g7yq
2026-08-14 06:19:00,友通Q3開局延續成長動能，加快Edge AI量產節奏- 新聞 - MoneyDJ,MoneyDJ,https://www.moneydj.com/z/DJA/News/DJANewsDetail_1FF7B557-8568-4780-8F06-BC60CAE1A810.djhtm
2026-08-14 06:19:00,友通Q3開局延續成長動能，加快Edge AI量產節奏- 新聞 - MoneyDJ理財網,MoneyDJ理財網,https://m.moneydj.com/f1a.aspx?a=1ff7b557-8568-4780-8f06-bc60cae1a810
2026-08-14 07:09:40,友通加速邊緣AI落地 奠定2027年營運基礎 - ec.ltn.com.tw,ec.ltn.com.tw,https://ec.ltn.com.tw/amp/article/breakingnews/5539897
2026-08-14 07:09:40,友通加速邊緣AI落地 奠定2027年營運基礎 - 自由財經,自由財經,https://ec.ltn.com.tw/amp/article/breakingnews/5539897
2026-08-14 07:24:00,《電週邊》友通第二季EPS衝6季高 上半年升至2.05元 - ww2.money-link.com.tw,ww2.money-link.com.tw,https://ww2.money-link.com.tw/realtimenews/NewsContent.aspx?SN=6272054001&PU=1002
2026-08-14 07:24:00,《電週邊》友通第二季EPS衝6季高 上半年升至2.05元 - 富聯網,富聯網,https://ww2.money-link.com.tw/realtimenews/NewsContent.aspx?SN=6272054001&PU=0010
2026-08-14 07:44:35,友通Q3開局延續成長動能，加快Edge AI量產節奏 | MoneyDJ理財網 - LINE TODAY,LINE TODAY,https://today.line.me/tw/v3/article/yz8P0Ez
2026-08-14 08:45:33,友通 2026-08-14 法說會 - BigGo 財經,BigGo 財經,https://finance.biggo.com.tw/quote/2397.TW/earnings-call/TW_2397.TW_2026-08-14
2026-08-14 08:45:33,友通 2026-08-14 法說會 - finance.biggo.com.tw,finance.biggo.com.tw,https://finance.biggo.com.tw/quote/2397.TW/earnings-call/TW_2397.TW_2026-08-14
