date,title,source,link
2026-07-27 01:43:29,盤中速報 - 永道-KY(6863)大漲7.23%，報126元 - news.cnyes.com,news.cnyes.com,https://news.cnyes.com/news/id/6546408?utm_source=B2Bconcordsa248602fd6bf&utm_medium=NewsApi&embed=1
2026-07-27 01:43:29,盤中速報 - 永道-KY(6863)大漲7.23%，報126元 - 鉅亨網,鉅亨網,https://m.cnyes.com/news/id/6546408
2026-07-27 01:43:29,盤中速報 - 永道-KY(6863)急拉3.31%報126.0元，成交441張 - news.cnyes.com,news.cnyes.com,https://news.cnyes.com/news/id/6546409
2026-07-27 01:45:00,【09:44 即時新聞】永道-KY(6863)股價續強漲近6%，越南新廠營收爆發帶動RFID題材升溫＋中短期技術結構偏多主力買盤延續 - CMoney投資網誌,CMoney投資網誌,https://cmnews.com.tw/article/cmoneyairesearcher-c75e3e36-895c-11f1-af44-9d23d1fbb15e
2026-07-27 02:20:00,永道-KY Q2獲利看增，續觀察關稅影響- 新聞 - MoneyDJ,MoneyDJ,https://www.moneydj.com/kmdj/news/newsviewer.aspx?a=d6be32af-b566-4535-9a6e-d5b07f269d84
2026-07-27 04:13:38,永道-KY Q2獲利看增，續觀察關稅影響 - 台視全球資訊網,台視全球資訊網,https://www.ttv.com.tw/finance/view/default.asp?i=072026271020C5A53188A390479585644268D7B82AA9496B&from=588
2026-07-28 04:48:10,永道-KY Q2獲利看增，續觀察關稅影響 | MoneyDJ理財網 - LINE TODAY,LINE TODAY,https://today.line.me/tw/v3/article/ZaR7l3P?view=topic&referral=TOPIC-2025worldtopic
2026-07-30 04:35:42,【12:34 即時新聞】永道-KY(6863)股價上漲至128元、漲幅3.64%，受惠RFID景氣與越南新產能發酵＋外資與主力近期同步偏多推升技術面動能 - CMoney投資網誌,CMoney投資網誌,https://cmnews.com.tw/article/cmoneyairesearcher-1fdcfc89-8bd0-11f1-8ad4-5c01369e8086
2026-07-30 04:35:42,【12:34 即時新聞】永道-KY(6863)股價上漲至128元、漲幅3.64%，受惠RFID景氣與越南新產能發酵＋外資與主力近期同步偏多推升技術面動能 - cmnews.com.tw,cmnews.com.tw,https://cmnews.com.tw/article/cmoneyairesearcher-1fdcfc89-8bd0-11f1-8ad4-5c01369e8086
2026-07-30 04:35:43,【12:34 即時新聞】永道-KY(6863)股價上漲至128元、漲幅3.64%，受惠RFID景氣與越南新產能發酵＋外資與主力近期同步偏多推升技術面動能 - CMoney,CMoney,https://www.cmoney.tw/notes/note-detail.aspx?nid=1242760
2026-07-31 05:30:33,盤中速報 - 永道-KY(6863)大漲7.23%，報133.5元 - cnyes.com,cnyes.com,https://m.cnyes.com/news/id/6554579
2026-07-31 05:30:33,盤中速報 - 永道-KY(6863)大漲7.23%，報133.5元 - news.cnyes.com,news.cnyes.com,https://news.cnyes.com/news/id/6554579
2026-07-31 05:30:33,盤中速報 - 永道-KY(6863)大漲7.23%，報133.5元 - 鉅亨網,鉅亨網,https://m.cnyes.com/news/id/6554579
