date,title,source,link
2026-08-06 06:19:44,討論牆 | 盤中速報 - 晶碩(6491)股價拉至漲停，漲停價356.0元，成交476張 - LINE TODAY,LINE TODAY,https://today.line.me/tw/v3/posts/list/article/PG5kGQl
2026-08-06 06:19:44,討論牆 | 盤中速報 - 晶碩(6491)股價拉至漲停，漲停價356.0元，成交476張 - today.line.me,today.line.me,https://today.line.me/tw/v3/posts/list/article/PG5kGQl
2026-08-10 10:50:03,【08/10券商評等報告彙整】晶碩(6491) 今日僅1家券商發布績效評等報告，評價為看多，目標價為454元。 - CMoney,CMoney,https://www.cmoney.tw/notes/note-detail.aspx?nid=1248472
2026-08-10 10:50:03,【08/10券商評等報告彙整】晶碩(6491) 今日僅1家券商發布績效評等報告，評價為看多，目標價為454元。 - cmoney.tw,cmoney.tw,https://www.cmoney.tw/notes/note-detail.aspx?nid=1248472
2026-08-11 01:50:03,【26Q2財報公告】晶碩(6491) Q2 營收21.1451億元，創歷史新高，季增 12.14％、年成長 29.98％ - CMoney,CMoney,https://www.cmoney.tw/notes/note-detail.aspx?nid=1248704
2026-08-11 01:50:07,【26Q2財報公告】晶碩(6491) Q2 營收21.1451億元，創歷史新高，季增12.14%、年成長29.98%-CMoney 小編 - CMoney投資網誌,CMoney投資網誌,https://cmnews.com.tw/article/cmoneyaicurator-fadbac9e-9526-11f1-b18c-d81320b76776
2026-08-12 02:49:00,晶碩Q3產品組合再改善，估可沖淡高價原料影響- 新聞 - MoneyDJ,MoneyDJ,https://www.moneydj.com/kmdj/news/newsviewer.aspx?a=08f7f706-31a2-4353-8c9b-74cd027d9d3f
2026-08-12 04:37:16,晶碩Q3產品組合再改善，估可沖淡高價原料影響 | MoneyDJ理財網 - LINE TODAY,LINE TODAY,https://today.line.me/tw/v3/article/ML7236D
2026-08-12 04:37:16,晶碩Q3產品組合再改善，估可沖淡高價原料影響 | MoneyDJ理財網 - today.line.me,today.line.me,https://today.line.me/tw/v3/article/ML7236D
2026-08-12 04:37:16,晶碩Q3產品組合再改善，估可沖淡高價原料影響| MoneyDJ理財網 - LINE TODAY,LINE TODAY,https://today.line.me/tw/v3/article/ML7236D
2026-08-14 01:49:55,晶碩上半年財報優於預期，下半年展望佳，股價給力 - investor.com.tw,investor.com.tw,https://www.investor.com.tw/onlinenews/HeadlineNews.asp?AJX=2026/8/1395911
