date,title,source,link
2026-08-07 10:48:07,討論牆 | 盤後速報 - 根基(2546)次交易(10)日除權息6元，參考價84.2元 - LINE TODAY,LINE TODAY,https://today.line.me/tw/v3/posts/list/article/rmRk3Qj
2026-08-07 10:48:07,討論牆 | 盤後速報 - 根基(2546)次交易(10)日除權息6元，參考價84.2元 - today.line.me,today.line.me,https://today.line.me/tw/v3/posts/list/article/rmRk3Qj
2026-08-10 03:20:00,根基瞄準大案需求，攜手日商進軍預鑄材料- 新聞 - MoneyDJ,MoneyDJ,https://www.moneydj.com/kmdj/news/newsviewer.aspx?a=5505e4ef-712f-4759-9a96-766be3cabda6
2026-08-10 05:02:02,根基瞄準大案需求，攜手日商進軍預鑄材料 | MoneyDJ理財網 - LINE TODAY,LINE TODAY,https://today.line.me/tw/v3/article/0M501Yp
2026-08-10 09:23:00,《營建股》根基攜日商合資 彰化預鑄廠衝2030年產能4.5萬立方米 - 富聯網,富聯網,https://ww2.money-link.com.tw/RealtimeNews/NewsContent.aspx?sn=6267452001&pu=News_0036_3
2026-08-10 09:24:00,根基攜手日商，以預鑄工法搶攻科技廠商與社宅- 新聞 - MoneyDJ,MoneyDJ,https://www.moneydj.com/kmdj/news/newsviewer.aspx?a=ac7efa2f-73a2-48c1-9a3d-61f93c763595
2026-08-10 14:07:06,根基營造(2546)砸1.43億元布局預鑄，2027年試產能否帶動接單-鄭子敏 - CMoney投資網誌,CMoney投資網誌,https://cmnews.com.tw/article/zhengzimin-c4eaa398-94c4-11f1-9da7-b9dbc1bbf86d
2026-08-10 23:19:00,營收：根基(2546)7月營收18億5465萬元，月增率-36.01%，年增率5.52% - 富聯網,富聯網,https://ww2.money-link.com.tw/realtimenews/NewsContent.aspx?SN=2404961002&PU=1002
2026-08-11 09:14:47,根基營造成立冠和精密預鑄材料 擴大建築工業化布局 - 商傳媒,商傳媒,https://sunmedia.tw/news/realestate/%E6%A0%B9%E5%9F%BA%E7%87%9F%E9%80%A0%E6%88%90%E7%AB%8B%E5%86%A0%E5%92%8C%E7%B2%BE%E5%AF%86%E9%A0%90%E9%91%84%E6%9D%90%E6%96%99-%E6%93%B4%E5%A4%A7%E5%BB%BA%E7%AF%89%E5%B7%A5%E6%A5%AD%E5%8C%96%E5%B8%83%E5%B1%80-1786439537622
2026-08-11 10:20:59,【即時新聞】最新！根基宣布攜手日商合組預鑄廠，上半年EPS高達8.89元表現亮眼 - CMoney投資網誌,CMoney投資網誌,https://cmnews.com.tw/article/newsyoudeservetoknow-58ef82f9-956e-11f1-815b-ba9264de3f59
2026-08-13 07:22:00,討論牆 | 盤中速報 - 根基(2546)急跌-4.06%報94.7元，成交483張 - LINE TODAY,LINE TODAY,https://today.line.me/tw/v3/posts/list/article/1Dl0rmm
