date,title,source,link
2026-08-10 08:33:00,董事會：熙特爾-創(7740)決議10/8召開115年第一次股東臨時會，擬補選董事 - 富聯網,富聯網,https://ww2.money-link.com.tw/realtimenews/NewsContent.aspx?SN=2404646002&PU=1002
2026-08-10 08:52:00,"《業績-綠能環》熙特爾-創7月營收為9.24億元，年增1,528.78% - 富聯網",富聯網,https://ww2.money-link.com.tw/realtimenews/NewsContent.aspx?SN=6267346001&PU=1002
2026-08-10 09:27:22,熙特爾上半年EPS達5.8元 啟動美澳市場布局 - ec.ltn.com.tw,ec.ltn.com.tw,https://ec.ltn.com.tw/article/breakingnews/5534969
2026-08-10 09:27:22,熙特爾上半年EPS達5.8元 啟動美澳市場布局 - 自由財經,自由財經,https://ec.ltn.com.tw/article/breakingnews/5534969
2026-08-10 09:29:44,熙特爾上半年EPS達5.8元 啟動美澳市場布局 - 自由時報,自由時報,https://stock.ltn.com.tw/article/m2fj1mb65ch8
2026-08-10 09:32:28,熙特爾財報／上半年每股賺5.8元 啟動海外市場布局 - UDN,UDN,https://udn.com/news/amp/story/7252/9682524
2026-08-10 09:32:28,熙特爾財報／上半年每股賺5.8元 啟動海外市場布局 - udn.com,udn.com,https://udn.com/news/amp/story/7252/9682524
2026-08-10 09:32:28,熙特爾財報／上半年每股賺5.8元啟動海外市場布局| 個股情報| 股市 - UDN,UDN,https://udn.com/news/story/7252/9682524
2026-08-10 09:41:51,熙特爾上半年大賺逾半股本 擬發CB進軍美、澳市場 - Yahoo股市,Yahoo股市,https://tw.stock.yahoo.com/news/%E7%86%99%E7%89%B9%E7%88%BE%E4%B8%8A%E5%8D%8A%E5%B9%B4%E5%A4%A7%E8%B3%BA%E9%80%BE%E5%8D%8A%E8%82%A1%E6%9C%AC-%E6%93%AC%E7%99%BCcb%E9%80%B2%E8%BB%8D%E7%BE%8E-%E6%BE%B3%E5%B8%82%E5%A0%B4-094151943.html
2026-08-10 09:41:51,熙特爾上半年大賺逾半股本 擬發CB進軍美、澳市場 - news.cnyes.com,news.cnyes.com,https://news.cnyes.com/news/id/6568195
2026-08-10 10:07:00,熙特爾上半年賺逾半個股本 EPS 5.8元 董事會拍板發CB揮軍美澳 - BigGo 財經,BigGo 財經,https://finance.biggo.com.tw/news/1592d4b1-ba72-48ef-9cc6-8bd1262ff0ce
2026-08-10 10:07:00,熙特爾上半年賺逾半個股本 EPS 5.8元 董事會拍板發CB揮軍美澳 - finance.biggo.com.tw,finance.biggo.com.tw,https://finance.biggo.com.tw/news/1592d4b1-ba72-48ef-9cc6-8bd1262ff0ce
2026-08-10 10:25:05,熙特爾上半年營收年增逾15倍 每股純益5.8元 - UDN,UDN,https://udn.com/news/story/7252/9682646?from=udn-ch1_breaknews-1-cate11-news
2026-08-10 10:25:05,熙特爾上半年營收年增逾15倍 每股純益5.8元 - udn.com,udn.com,https://udn.com/news/amp/story/7241/9682646
2026-08-10 11:12:57,綠能科技齊發威！可成、熙特爾與三大未來報佳音-財經焦點情報站 - CMoney投資網誌,CMoney投資網誌,https://cmnews.com.tw/article/forumnews-70ae86cc-94ac-11f1-9b39-07171876972a
2026-08-10 11:17:13,討論牆 | 盤中速報 - 熙特爾-創(7740)急拉4.24%報172.0元，成交334張 - LINE TODAY,LINE TODAY,https://today.line.me/tw/v3/posts/list/article/GgwGxp8
2026-08-10 16:11:20,熙特爾上半年 EPS 5.8元 - UDN,UDN,https://udn.com/news/story/7252/9682825
2026-08-10 16:11:20,熙特爾上半年 EPS 5.8元 - udn.com,udn.com,https://udn.com/news/story/7252/9682825
2026-08-10 16:11:20,熙特爾上半年 EPS 5.8元 - 經濟日報,經濟日報,https://money.udn.com/money/story/5710/9682825
2026-08-10 17:53:04,熙特爾上半年 EPS 5.8元 - UDN,UDN,https://udn.com/news/story/7252/9682825
2026-08-10 17:53:04,熙特爾上半年 EPS 5.8元 - udn.com,udn.com,https://udn.com/news/story/7252/9682825
2026-08-10 22:06:09,7740 熙特爾-創 - 六月4千點獲利😇月月千點入袋💕避險作帳買超跌股🌟 - 股市爆料同學會 - CMoney,CMoney,https://www.cmoney.tw/forum/article/181714251
2026-08-10 22:06:09,7740 熙特爾-創 - 六月4千點獲利😇月月千點入袋💕避險作帳買超跌股🌟 - 股市爆料同學會 - cmoney.tw,cmoney.tw,https://www.cmoney.tw/forum/article/181714251
2026-08-11 01:05:00,個股：熙特爾-創(7740)上半年每股盈餘5.8元，揮軍美澳加速海外布局 - fnc.ebc.net.tw,fnc.ebc.net.tw,https://fnc.ebc.net.tw/fncnews/stock/216132
2026-08-11 01:05:00,個股：熙特爾-創(7740)上半年每股盈餘5.8元，揮軍美澳加速海外布局 - 東森電視,東森電視,https://fnc.ebc.net.tw/fncnews/stock/216132
2026-08-11 04:03:00,《綠能環》熙特爾H1每股盈餘5.8元 發行CB、揮軍美澳 - ww2.money-link.com.tw,ww2.money-link.com.tw,https://ww2.money-link.com.tw/realtimenews/NewsContent.aspx?SN=6268305001&PU=1002
2026-08-11 04:03:00,《綠能環》熙特爾H1每股盈餘5.8元 發行CB、揮軍美澳 - 富聯網,富聯網,https://ww2.money-link.com.tw/realtimenews/NewsContent.aspx?SN=6268305001&PU=1002
