sid,name,market,event_date,first_limit_date,prev_close,close,limit_price,streak_len,value_20d_median,branch_era,has_branch_watchlist,has_branch_research,year,event_idx,value_bucket
3092,鴻碩,tpex,2026-04-15,2026-04-14,30.05,36.35,36.35,2,23041763.5,True,False,True,2026,2745,A <30M
3093,港建*,tpex,2021-04-06,2021-04-01,60.0,72.6,72.6,2,3553805.5,False,False,False,2021,1362,A <30M
3093,港建*,tpex,2023-03-07,2023-03-06,31.6,38.2,38.2,2,28982375.5,True,False,False,2023,1824,A <30M
3093,港建*,tpex,2025-04-14,2025-04-11,20.05,24.25,24.25,2,1569366.5,True,False,False,2025,2332,A <30M
3093,港建*,tpex,2026-06-04,2026-06-03,51.0,61.7,61.7,2,82080855.0,True,False,False,2026,2611,B 30M-100M
3094,聯傑,twse,2015-06-18,2015-06-17,21.6,26.1,26.1,2,16589814.5,False,False,True,2015,108,A <30M
3094,聯傑,twse,2015-10-21,2015-10-20,23.2,28.05,28.05,2,8391111.0,False,False,True,2015,192,A <30M
3094,聯傑,twse,2021-01-19,2021-01-18,22.75,27.5,27.5,2,26138773.0,False,False,True,2021,1479,A <30M
3094,聯傑,twse,2021-03-16,2021-03-15,28.75,34.75,34.75,2,101249454.0,False,False,True,2021,1511,C 100M-500M
3095,及成,tpex,2016-12-02,2016-12-01,1.92,2.32,2.32,3,78177.0,False,False,False,2016,467,A <30M
3095,及成,tpex,2020-09-11,2020-09-10,3.3,3.99,3.99,2,312273.0,False,False,False,2020,1355,A <30M
3095,及成,tpex,2021-04-26,2021-04-23,3.03,3.66,3.66,2,212196.5,False,False,False,2021,1502,A <30M
3095,及成,tpex,2024-06-12,2024-06-11,36.1,43.65,43.65,3,2052158.0,True,False,False,2024,2237,A <30M
3095,及成,tpex,2024-09-03,2024-09-02,60.4,73.0,73.0,2,6800056.5,True,False,False,2024,2294,A <30M
3095,及成,tpex,2025-04-18,2025-04-17,30.6,37.0,37.0,2,1008041.0,True,False,False,2025,2440,A <30M
3095,及成,tpex,2026-04-22,2026-04-21,35.05,42.4,42.4,2,612490.0,True,False,False,2026,2676,A <30M
3105,穩懋,tpex,2025-11-25,2025-11-24,111.0,134.0,134.0,2,1155628243.5,True,False,True,2025,2640,D 500M-2B
3105,穩懋,tpex,2026-02-24,2026-02-23,246.0,297.5,297.5,2,6730102621.0,True,False,True,2026,2696,E >=2B
3114,好德,tpex,2021-07-30,2021-07-29,28.65,34.65,34.65,3,5718538.5,True,False,False,2021,1603,A <30M
3115,富榮綱,tpex,2016-07-25,2016-07-22,11.0,13.3,13.3,2,117775.0,False,False,False,2016,337,A <30M
3115,富榮綱,tpex,2017-02-08,2017-02-07,10.55,12.75,12.75,2,147852.5,False,False,False,2017,455,A <30M
3115,富榮綱,tpex,2018-03-02,2018-03-01,12.0,14.5,14.5,3,63125.0,False,False,False,2018,663,A <30M
3115,富榮綱,tpex,2020-05-21,2020-05-20,10.6,12.8,12.8,2,60690.0,False,False,False,2020,1145,A <30M
3115,富榮綱,tpex,2020-09-07,2020-09-04,13.2,15.95,15.95,2,118600.0,False,False,False,2020,1218,A <30M
3115,富榮綱,tpex,2020-12-30,2020-12-29,14.65,17.7,17.7,2,139250.0,False,False,False,2020,1294,A <30M
3115,富榮綱,tpex,2021-12-07,2021-12-06,13.2,15.95,15.95,2,189525.0,True,False,False,2021,1491,A <30M
3115,富榮綱,tpex,2025-11-18,2025-11-17,10.0,12.1,12.1,2,142955.0,True,False,False,2025,2324,A <30M
3122,笙泉,tpex,2016-03-14,2016-03-11,16.5,19.95,19.95,2,3023686.0,False,False,True,2016,287,A <30M
3122,笙泉,tpex,2020-05-11,2020-05-08,10.1,12.2,12.2,2,591339.5,False,False,True,2020,1289,A <30M
3122,笙泉,tpex,2020-09-16,2020-09-15,11.0,13.3,13.3,2,906175.0,False,False,True,2020,1379,A <30M
3122,笙泉,tpex,2025-06-26,2025-06-25,20.55,24.85,24.85,2,2343501.0,True,False,True,2025,2537,A <30M
3128,昇銳,tpex,2021-01-18,2021-01-15,16.5,19.95,19.95,2,23756303.5,False,False,False,2021,1477,A <30M
3128,昇銳,tpex,2022-09-15,2022-09-14,25.2,30.45,30.45,2,28942674.0,True,False,False,2022,1881,A <30M
3128,昇銳,tpex,2025-04-15,2025-04-14,21.0,25.4,25.4,2,28131264.5,True,False,False,2025,2501,A <30M
3131,弘塑,tpex,2024-02-23,2024-02-22,701.0,848.0,848.0,2,567740059.5,True,False,True,2024,2227,D 500M-2B
3135,凌航,twse,2025-11-25,2025-11-24,45.05,54.5,54.5,2,83291434.5,True,False,False,2025,973,B 30M-100M
3135,凌航,twse,2026-01-19,2026-01-16,111.0,134.0,134.0,2,468826381.5,True,False,False,2026,1010,C 100M-500M
3138,耀登,twse,2021-01-22,2021-01-21,211.0,255.0,255.0,2,278850395.5,False,False,True,2021,1341,C 100M-500M
3138,耀登,twse,2021-06-15,2021-06-11,196.5,237.5,237.5,2,290520003.5,False,False,True,2021,1431,C 100M-500M
3141,晶宏,tpex,2021-03-16,2021-03-15,57.5,69.5,69.5,2,200386883.5,False,False,True,2021,1501,C 100M-500M
3144,新揚科,tpex,2016-10-11,2016-10-07,15.2,18.35,18.35,2,582306.5,False,False,False,2016,428,A <30M
3147,大綜,tpex,2019-02-18,2019-02-15,22.5,27.2,27.2,2,1307375.0,False,False,True,2019,582,A <30M
3147,大綜,tpex,2024-03-01,2024-02-29,116.0,140.0,140.0,2,148441215.0,True,False,True,2024,1807,C 100M-500M
3147,大綜,tpex,2025-04-11,2025-04-10,137.5,166.0,166.0,3,310356729.0,True,False,True,2025,2075,C 100M-500M
3147,大綜,tpex,2026-06-03,2026-06-02,200.5,242.5,242.5,2,63233878.5,True,False,True,2026,2354,B 30M-100M
3149,正達,twse,2016-06-13,2016-06-08,8.93,10.8,10.8,2,3178048.5,False,False,True,2016,348,A <30M
3149,正達,twse,2016-10-25,2016-10-24,15.05,18.2,18.2,4,9746493.5,False,False,True,2016,432,A <30M
3149,正達,twse,2020-10-07,2020-10-06,10.5,12.7,12.7,2,7487237.5,False,False,True,2020,1400,A <30M
3149,正達,twse,2021-03-17,2021-03-16,29.55,35.75,35.75,2,108835392.5,False,False,True,2021,1505,C 100M-500M
3149,正達,twse,2026-06-02,2026-06-01,71.2,86.1,86.1,2,1603855779.0,True,False,True,2026,2766,D 500M-2B
3150,鈺寶-創,twse,2026-03-25,2026-03-24,16.0,19.35,19.35,2,954513.0,True,False,False,2026,2551,A <30M
3152,璟德,tpex,2019-09-09,2019-09-06,232.0,280.5,280.5,2,27649881.5,False,False,False,2019,1145,A <30M
3162,精確,tpex,2017-05-17,2017-05-16,14.1,17.05,17.05,4,4901485.5,False,False,True,2017,564,A <30M
3162,精確,tpex,2017-08-15,2017-08-14,14.6,17.65,17.65,3,6130015.5,False,False,True,2017,627,A <30M
3162,精確,tpex,2019-07-29,2019-07-26,14.2,17.15,17.15,3,184887.5,False,False,True,2019,1084,A <30M
3162,精確,tpex,2020-05-11,2020-05-08,8.0,9.68,9.68,2,153773.5,False,False,True,2020,1250,A <30M
3162,精確,tpex,2026-04-23,2026-04-22,69.4,83.9,83.9,2,283313113.5,True,False,True,2026,2684,C 100M-500M
3163,波若威,tpex,2022-08-08,2022-08-05,51.3,62.0,62.0,2,285009200.0,True,False,True,2022,1855,C 100M-500M
3164,景岳,twse,2015-06-22,2015-06-18,18.7,22.6,22.6,3,5963482.5,False,False,False,2015,109,A <30M
3164,景岳,twse,2017-09-08,2017-09-07,21.1,25.5,25.5,2,1696010.5,False,False,False,2017,655,A <30M
3164,景岳,twse,2021-05-13,2021-05-12,23.75,28.7,28.7,2,3776053.0,False,False,False,2021,1549,A <30M
3167,大量,twse,2024-09-23,2024-09-20,106.0,128.0,128.0,2,556467167.0,True,False,True,2024,2371,D 500M-2B
3167,大量,twse,2025-06-09,2025-06-06,100.0,121.0,121.0,2,308695221.5,True,False,True,2025,2539,C 100M-500M
3167,大量,twse,2026-04-07,2026-04-02,405.0,490.0,490.0,3,429312089.5,True,False,True,2026,2739,C 100M-500M
3169,亞信,tpex,2020-12-18,2020-12-17,44.55,53.9,53.9,2,20074350.5,False,False,True,2020,1451,A <30M
3169,亞信,tpex,2021-02-05,2021-02-04,61.0,73.8,73.8,2,83215686.0,False,False,True,2021,1485,B 30M-100M
3171,新洲,tpex,2024-03-08,2024-03-07,26.15,31.6,31.6,2,4592402.5,True,False,False,2024,2197,A <30M
3176,基亞,tpex,2015-06-12,2015-06-11,81.1,98.1,98.1,2,96140643.0,False,False,False,2015,104,B 30M-100M
3176,基亞,tpex,2018-09-06,2018-09-05,24.7,29.85,29.85,2,4210917.0,False,False,False,2018,900,A <30M
3176,基亞,tpex,2019-04-10,2019-04-09,61.2,74.0,74.0,3,61009659.0,False,False,False,2019,1040,B 30M-100M
3176,基亞,tpex,2020-06-17,2020-06-16,71.1,86.0,86.0,2,128961921.5,False,False,False,2020,1331,C 100M-500M
3176,基亞,tpex,2023-10-20,2023-10-19,35.1,42.45,42.45,2,3280327.0,True,False,False,2023,2146,A <30M
3178,公準,tpex,2019-12-26,2019-12-25,32.5,39.3,39.3,2,701225.0,False,False,True,2019,1173,A <30M
3178,公準,tpex,2021-01-28,2021-01-27,57.5,69.5,69.5,2,11838180.5,False,False,True,2021,1440,A <30M
3178,公準,tpex,2025-08-01,2025-07-31,51.1,61.8,61.8,2,1120367.0,True,False,True,2025,2531,A <30M
3189,景碩,twse,2026-02-24,2026-02-23,265.5,321.0,321.0,2,11133965970.5,True,False,True,2026,2712,E >=2B
3189,景碩,twse,2026-04-21,2026-04-20,391.5,473.5,473.5,2,4828734565.5,True,False,True,2026,2749,E >=2B
3191,雲嘉南,tpex,2017-11-28,2017-11-27,15.0,18.15,18.15,2,1330179.0,False,False,False,2017,710,A <30M
3191,雲嘉南,tpex,2019-03-12,2019-03-11,14.75,17.8,17.8,2,448569.0,False,False,False,2019,1016,A <30M
3191,雲嘉南,tpex,2022-01-06,2022-01-05,8.2,9.92,9.92,2,633746.0,True,False,False,2022,1710,A <30M
3191,雲嘉南,tpex,2023-12-11,2023-12-08,10.6,12.8,12.8,2,635015.5,True,False,False,2023,2174,A <30M
3191,雲嘉南,tpex,2026-05-26,2026-05-25,16.5,19.95,19.95,2,484549.0,True,False,False,2026,2699,A <30M
3202,樺晟,tpex,2017-09-04,2017-09-01,16.0,19.35,19.35,2,10714959.0,False,False,False,2017,651,A <30M
3202,樺晟,tpex,2020-03-25,2020-03-24,9.23,11.15,11.15,3,22941360.0,False,False,False,2020,1274,A <30M
3202,樺晟,tpex,2024-05-27,2024-05-24,14.1,17.05,17.05,2,10109865.0,True,False,False,2024,2290,A <30M
3202,樺晟,tpex,2024-12-05,2024-12-04,6.21,7.51,7.51,2,5017854.5,True,False,False,2024,2420,A <30M
3205,佰研,tpex,2015-07-03,2015-07-02,97.3,117.5,117.5,2,64352595.5,False,False,False,2015,118,B 30M-100M
3205,佰研,tpex,2015-09-14,2015-09-11,142.0,171.5,171.5,2,69064712.0,False,False,False,2015,168,B 30M-100M
3205,佰研,tpex,2022-06-23,2022-06-22,24.55,29.7,29.7,4,976351.0,True,False,False,2022,1823,A <30M
3205,佰研,tpex,2022-11-11,2022-11-10,41.6,50.3,50.3,2,20554986.5,True,False,False,2022,1922,A <30M
3207,耀勝,tpex,2016-09-12,2016-09-10,10.65,12.85,12.85,2,290412.0,False,False,True,2016,410,A <30M
3207,耀勝,tpex,2021-02-23,2021-02-22,9.7,11.7,11.7,3,113188.0,False,False,True,2021,1393,A <30M
3207,耀勝,tpex,2021-07-29,2021-07-28,10.5,12.7,12.7,2,234225.5,True,False,True,2021,1500,A <30M
3207,耀勝,tpex,2021-10-28,2021-10-27,18.65,22.55,22.55,2,38897806.5,True,False,True,2021,1562,B 30M-100M
3207,耀勝,tpex,2024-03-19,2024-03-18,111.0,134.0,134.0,2,202892885.5,True,False,True,2024,2140,C 100M-500M
3211,順達,tpex,2024-11-11,2024-11-08,110.0,133.0,133.0,2,90872674.0,True,False,True,2024,2402,B 30M-100M
3218,大學光,tpex,2020-05-18,2020-05-15,110.0,133.0,133.0,2,504081927.5,False,False,True,2020,1309,D 500M-2B
3218,大學光,tpex,2020-08-18,2020-08-17,202.0,244.0,244.0,2,500179674.0,False,False,True,2020,1373,D 500M-2B
3219,倚強股份,tpex,2016-09-13,2016-09-12,10.5,12.7,12.7,3,52871.0,False,False,True,2016,373,A <30M
3219,倚強股份,tpex,2016-11-11,2016-11-10,22.0,26.6,26.6,2,1847179.5,False,False,True,2016,411,A <30M
3219,倚強股份,tpex,2019-04-12,2019-04-11,19.6,23.7,23.7,3,65414.0,False,False,True,2019,761,A <30M
3219,倚強股份,tpex,2020-08-31,2020-08-28,25.05,30.3,30.3,2,48400.0,False,False,True,2020,873,A <30M
3219,倚強股份,tpex,2021-01-26,2021-01-25,43.0,52.0,52.0,4,429000.0,False,False,True,2021,968,A <30M
3219,倚強股份,tpex,2021-05-20,2021-05-19,100.0,121.0,121.0,2,1661303.5,False,False,True,2021,1039,A <30M
3219,倚強股份,tpex,2021-07-13,2021-07-12,107.0,129.0,129.0,2,2410994.0,True,False,True,2021,1076,A <30M
3219,倚強股份,tpex,2024-06-12,2024-06-11,39.15,47.35,47.35,2,1305655.5,True,False,True,2024,1774,A <30M
3219,倚強股份,tpex,2025-04-15,2025-04-14,26.0,31.45,31.45,2,3505048.0,True,False,True,2025,1975,A <30M
3219,倚強股份,tpex,2025-08-28,2025-08-27,86.4,104.5,104.5,2,134417013.0,True,False,True,2025,2070,C 100M-500M
3221,台嘉碩,tpex,2016-03-21,2016-03-18,25.15,30.4,30.4,2,46314986.0,False,False,True,2016,292,B 30M-100M
3221,台嘉碩,tpex,2018-05-28,2018-05-25,20.5,24.8,24.8,2,8052727.0,False,False,True,2018,828,A <30M
3221,台嘉碩,tpex,2021-11-16,2021-11-15,35.65,43.1,43.1,2,65437124.0,True,False,True,2021,1679,B 30M-100M
3224,三顧,tpex,2015-06-11,2015-06-10,29.15,35.25,35.25,2,13700303.5,False,False,False,2015,103,A <30M
3224,三顧,tpex,2020-04-13,2020-04-10,41.05,49.65,49.65,2,4060148.5,False,False,False,2020,1285,A <30M
3228,金麗科,tpex,2015-10-21,2015-10-20,20.2,24.4,24.4,2,394170.0,False,False,True,2015,191,A <30M
3228,金麗科,tpex,2018-03-05,2018-03-02,24.15,29.2,29.2,3,2032954.0,False,False,True,2018,768,A <30M
3228,金麗科,tpex,2020-06-24,2020-06-23,49.5,59.8,59.8,2,93840762.5,False,False,True,2020,1333,B 30M-100M
3228,金麗科,tpex,2020-12-01,2020-11-30,136.5,165.0,165.0,2,167997385.5,False,False,True,2020,1442,C 100M-500M
3228,金麗科,tpex,2021-05-24,2021-05-21,201.0,243.0,243.0,2,247838111.5,False,False,True,2021,1554,C 100M-500M
3228,金麗科,tpex,2021-11-12,2021-11-11,410.5,496.5,496.5,2,820419599.0,True,False,True,2021,1674,D 500M-2B
3228,金麗科,tpex,2024-11-04,2024-11-01,225.0,272.0,272.0,2,167392081.0,True,False,True,2024,2394,C 100M-500M
3228,金麗科,tpex,2026-04-22,2026-04-21,152.0,183.5,183.5,2,50267185.0,True,False,True,2026,2747,B 30M-100M
3229,晟鈦,twse,2017-06-15,2017-06-14,20.5,24.8,24.8,2,19914167.0,False,False,True,2017,594,A <30M
3229,晟鈦,twse,2023-12-06,2023-12-05,14.65,17.7,17.7,2,232337.0,True,False,True,2023,2162,A <30M
3229,晟鈦,twse,2024-06-04,2024-06-03,16.0,19.35,19.35,2,700547.5,True,False,True,2024,2279,A <30M
3229,晟鈦,twse,2024-07-26,2024-07-23,25.1,30.35,30.35,2,13432033.5,True,False,True,2024,2314,A <30M
3229,晟鈦,twse,2025-12-03,2025-12-02,15.0,18.15,18.15,3,822707.5,True,False,True,2025,2645,A <30M
3229,晟鈦,twse,2026-03-23,2026-03-20,17.75,21.45,21.45,2,3397432.5,True,False,True,2026,2713,A <30M
3229,晟鈦,twse,2026-05-26,2026-05-25,39.6,47.9,47.9,2,27207518.0,True,False,True,2026,2756,A <30M
3230,錦明,tpex,2017-04-19,2017-04-18,7.22,8.73,8.73,2,3168240.0,False,False,False,2017,554,A <30M
3230,錦明,tpex,2021-04-07,2021-04-06,20.2,24.4,24.4,2,10121571.5,False,False,False,2021,1493,A <30M
3230,錦明,tpex,2024-02-20,2024-02-19,11.1,13.4,13.4,2,4899438.5,True,False,False,2024,2193,A <30M
3231,緯創,twse,2020-03-25,2020-03-24,19.2,23.2,23.2,2,387838421.0,False,False,True,2020,1274,C 100M-500M
3232,昱捷,tpex,2017-05-12,2017-05-11,18.2,22.0,22.0,2,574778.5,False,False,False,2017,571,A <30M
3232,昱捷,tpex,2021-09-09,2021-09-08,21.6,26.1,26.1,3,6102419.0,True,False,False,2021,1634,A <30M
3234,光環,tpex,2018-06-04,2018-06-01,26.5,32.05,32.05,2,9349026.5,False,False,True,2018,823,A <30M
3234,光環,tpex,2019-10-28,2019-10-25,28.7,34.7,34.7,2,21736459.0,False,False,True,2019,1166,A <30M
3234,光環,tpex,2023-07-10,2023-07-07,24.2,29.25,29.25,2,15357829.0,True,False,True,2023,2066,A <30M
3234,光環,tpex,2023-10-02,2023-09-28,24.7,29.85,29.85,2,16942263.5,True,False,True,2023,2124,A <30M
3236,千如,tpex,2026-06-12,2026-06-11,52.3,63.2,63.2,3,247130584.0,True,False,True,2026,2786,C 100M-500M
3252,海灣,tpex,2015-08-19,2015-08-18,19.65,23.75,23.75,2,263200.0,False,False,False,2015,138,A <30M
3252,海灣,tpex,2016-04-06,2016-04-01,25.1,30.35,30.35,2,342925.0,False,False,False,2016,274,A <30M
3252,海灣,tpex,2016-11-16,2016-11-15,20.1,24.3,24.3,2,6290325.0,False,False,False,2016,425,A <30M
3252,海灣,tpex,2022-06-13,2022-06-10,21.55,26.05,26.05,2,2443754.0,True,False,False,2022,1780,A <30M
3257,虹冠電,twse,2023-07-31,2023-07-28,72.0,87.1,87.1,2,50992028.5,True,False,True,2023,2091,B 30M-100M
3257,虹冠電,twse,2026-06-23,2026-06-22,61.1,73.9,73.9,2,57494499.0,True,False,True,2026,2792,B 30M-100M
3259,鑫創,tpex,2025-03-24,2025-03-21,20.2,24.4,24.4,2,385646.5,True,False,False,2025,2473,A <30M
3260,威剛,tpex,2026-04-28,2026-04-27,400.0,484.0,484.0,2,8951824514.0,True,False,True,2026,2753,E >=2B
3268,海德威,tpex,2018-03-07,2018-03-06,15.0,18.15,18.15,2,2791151.0,False,False,False,2018,771,A <30M
3268,海德威,tpex,2021-02-23,2021-02-22,17.0,20.55,20.55,2,910739.0,False,False,False,2021,1489,A <30M
3268,海德威,tpex,2021-06-10,2021-06-09,26.15,31.6,31.6,3,5232991.0,False,False,False,2021,1562,A <30M
3268,海德威,tpex,2026-04-13,2026-04-10,14.2,17.15,17.15,2,805090.0,True,False,False,2026,2734,A <30M
3272,東碩,tpex,2015-06-29,2015-06-26,97.3,117.5,117.5,2,58915322.0,False,False,True,2015,114,B 30M-100M
3272,東碩,tpex,2015-09-02,2015-09-01,46.55,56.3,56.3,2,29855148.5,False,False,True,2015,160,A <30M
3272,東碩,tpex,2022-10-11,2022-10-07,31.5,38.1,38.1,2,2673559.5,True,False,True,2022,1899,A <30M
3272,東碩,tpex,2024-10-23,2024-10-22,29.75,35.95,35.95,2,1817609.0,True,False,True,2024,2390,A <30M
3276,宇環,tpex,2021-08-16,2021-08-13,14.75,17.8,17.8,2,2543980.0,True,False,False,2021,1574,A <30M
3276,宇環,tpex,2025-08-20,2025-08-19,14.6,17.65,17.65,2,932441.5,True,False,False,2025,2549,A <30M
3284,太普高,tpex,2024-08-13,2024-08-12,49.3,59.6,59.6,2,71242088.0,True,False,True,2024,2333,B 30M-100M
3285,微端,tpex,2015-07-13,2015-07-09,30.7,37.1,37.1,2,4348026.0,False,False,False,2015,123,A <30M
3285,微端,tpex,2020-09-04,2020-09-03,16.5,19.95,19.95,2,2010361.5,False,False,False,2020,1386,A <30M
3285,微端,tpex,2022-06-16,2022-06-15,19.7,23.8,23.8,2,193257.5,True,False,False,2022,1818,A <30M
3285,微端,tpex,2023-11-20,2023-11-17,24.1,29.15,29.15,2,740134.5,True,False,False,2023,2167,A <30M
3287,廣寰科,tpex,2018-03-05,2018-03-02,10.6,12.8,12.8,2,497227.0,False,False,True,2018,744,A <30M
3287,廣寰科,tpex,2020-08-28,2020-08-27,19.7,23.8,23.8,2,17444116.5,False,False,True,2020,1348,A <30M
3287,廣寰科,tpex,2022-11-03,2022-11-02,11.55,13.95,13.95,2,462666.5,True,False,True,2022,1881,A <30M
3287,廣寰科,tpex,2023-12-12,2023-12-11,30.5,36.9,36.9,2,9807221.0,True,False,True,2023,2148,A <30M
3287,廣寰科,tpex,2025-03-25,2025-03-24,30.1,36.4,36.4,2,1237442.0,True,False,True,2025,2454,A <30M
3288,點晶,tpex,2015-10-06,2015-10-05,7.01,8.48,8.48,2,72984.0,False,False,False,2015,178,A <30M
3288,點晶,tpex,2016-02-18,2016-02-17,7.1,8.59,8.59,2,42982.0,False,False,False,2016,262,A <30M
3288,點晶,tpex,2016-08-25,2016-08-24,5.4,6.53,6.53,2,49823.5,False,False,False,2016,363,A <30M
3288,點晶,tpex,2017-03-15,2017-03-14,4.91,5.94,5.94,2,44458.5,False,False,False,2017,455,A <30M
3288,點晶,tpex,2018-01-23,2018-01-22,5.11,6.18,6.18,2,48634.0,False,False,False,2018,604,A <30M
3288,點晶,tpex,2018-03-23,2018-03-22,4.93,5.96,5.96,2,54062.5,False,False,False,2018,635,A <30M
3288,點晶,tpex,2019-04-17,2019-04-16,9.55,11.55,11.55,3,98719.5,False,False,False,2019,813,A <30M
3288,點晶,tpex,2019-06-25,2019-06-24,11.55,13.95,13.95,2,214699.0,False,False,False,2019,860,A <30M
3288,點晶,tpex,2019-11-28,2019-11-27,10.0,12.1,12.1,3,42272.5,False,False,False,2019,950,A <30M
3288,點晶,tpex,2021-03-19,2021-03-18,14.75,17.8,17.8,2,315769.0,False,False,False,2021,1235,A <30M
3288,點晶,tpex,2021-06-02,2021-06-01,15.1,18.25,18.25,2,828327.0,False,False,False,2021,1285,A <30M
3288,點晶,tpex,2021-11-26,2021-11-25,16.05,19.4,19.4,2,331842.5,True,False,False,2021,1408,A <30M
3288,點晶,tpex,2023-05-08,2023-05-05,21.6,26.1,26.1,2,100022.5,True,False,False,2023,1687,A <30M
3288,點晶,tpex,2023-12-29,2023-12-28,25.5,30.85,30.85,2,1560236.5,True,False,False,2023,1836,A <30M
3288,點晶,tpex,2024-06-24,2024-06-21,26.55,32.1,32.1,2,326465.0,True,False,False,2024,1949,A <30M
3288,點晶,tpex,2026-06-01,2026-05-29,15.1,18.25,18.25,2,162233.5,True,False,False,2026,2396,A <30M
3288,點晶,tpex,2026-07-16,2026-07-15,20.05,24.25,24.25,2,898539.5,True,False,False,2026,2427,A <30M
3289,宜特,tpex,2020-07-02,2020-07-01,54.0,65.3,65.3,2,119099544.5,False,False,True,2020,1340,C 100M-500M
3289,宜特,tpex,2026-04-14,2026-04-13,155.5,188.0,188.0,2,641239386.0,True,False,True,2026,2744,D 500M-2B
3293,鈊象,tpex,2016-02-22,2016-02-19,202.0,244.0,244.0,2,652014885.5,False,False,True,2016,273,D 500M-2B
3293,鈊象,tpex,2019-08-07,2019-08-06,306.0,370.0,370.0,2,211349833.0,False,False,True,2019,1123,C 100M-500M
3294,英濟,tpex,2021-03-22,2021-03-19,25.0,30.25,30.25,2,20299514.0,False,False,True,2021,1515,A <30M
3294,英濟,tpex,2021-11-01,2021-10-29,18.7,22.6,22.6,2,41491975.5,True,False,True,2021,1668,B 30M-100M
3294,英濟,tpex,2025-05-26,2025-05-23,31.1,37.6,37.6,2,49957703.0,True,False,True,2025,2530,B 30M-100M
3294,英濟,tpex,2025-08-04,2025-08-01,41.6,50.3,50.3,2,92221582.5,True,False,True,2025,2579,B 30M-100M
3294,英濟,tpex,2026-05-15,2026-05-14,30.2,36.5,36.5,2,20225465.5,True,False,True,2026,2766,A <30M
3296,勝德,twse,2026-06-18,2026-06-17,24.65,29.8,29.8,2,3397449.0,True,False,False,2026,2789,A <30M
3297,杭特,tpex,2020-12-28,2020-12-25,16.0,19.35,19.35,2,4965450.0,False,False,False,2020,1464,A <30M
3297,杭特,tpex,2021-07-19,2021-07-16,16.0,19.35,19.35,2,1069586.5,True,False,False,2021,1596,A <30M
3297,杭特,tpex,2025-04-02,2025-04-01,20.0,24.2,24.2,2,1853623.5,True,False,False,2025,2495,A <30M
3297,杭特,tpex,2025-05-21,2025-05-20,30.0,36.3,36.3,2,76402665.5,True,False,False,2025,2527,B 30M-100M
3305,昇貿,twse,2021-02-18,2021-02-17,30.5,36.9,36.9,2,45109581.0,False,False,True,2021,1493,B 30M-100M
3305,昇貿,twse,2025-08-19,2025-08-18,88.2,106.5,106.5,2,867583411.0,True,False,True,2025,2589,D 500M-2B
3306,鼎天,tpex,2016-07-14,2016-07-13,22.0,26.6,26.6,3,419464.0,False,False,True,2016,369,A <30M
3306,鼎天,tpex,2020-12-14,2020-12-11,19.2,23.2,23.2,2,1145374.5,False,False,True,2020,1450,A <30M
3306,鼎天,tpex,2021-12-01,2021-11-30,29.7,35.9,35.9,2,22768987.5,True,False,True,2021,1686,A <30M
3306,鼎天,tpex,2023-06-01,2023-05-31,29.7,35.9,35.9,2,10437205.5,True,False,True,2023,2047,A <30M
3306,鼎天,tpex,2023-07-25,2023-07-24,40.5,49.0,49.0,3,89086160.0,True,False,True,2023,2083,B 30M-100M
3308,聯德,twse,2021-12-14,2021-12-13,8.21,9.93,9.93,3,1150507.5,True,False,True,2021,1665,A <30M
3308,聯德,twse,2022-03-24,2022-03-23,14.7,17.75,17.75,2,2447649.5,True,False,True,2022,1723,A <30M
3308,聯德,twse,2023-04-12,2023-04-11,20.5,24.8,24.8,2,2380317.0,True,False,True,2023,1975,A <30M
3308,聯德,twse,2023-06-13,2023-06-12,40.05,48.45,48.45,2,33154996.0,True,False,True,2023,2018,B 30M-100M
3308,聯德,twse,2023-08-21,2023-08-18,44.5,53.8,53.8,2,96551368.5,True,False,True,2023,2064,B 30M-100M
3308,聯德,twse,2024-05-30,2024-05-29,25.1,30.35,30.35,2,4531149.0,True,False,True,2024,2239,A <30M
3311,閎暉,twse,2017-06-15,2017-06-14,15.15,18.3,18.3,2,3539666.0,False,False,False,2017,594,A <30M
3311,閎暉,twse,2020-04-13,2020-04-10,20.1,24.3,24.3,2,3017942.0,False,False,False,2020,1278,A <30M
3311,閎暉,twse,2021-03-29,2021-03-26,34.2,41.35,41.35,2,5265549.0,False,False,False,2021,1513,A <30M
3312,弘憶股,twse,2024-05-30,2024-05-29,59.2,71.6,71.6,2,559215585.5,True,False,True,2024,2260,D 500M-2B
3312,弘憶股,twse,2025-03-11,2025-03-10,51.1,61.8,61.8,2,47739136.0,True,False,True,2025,2446,B 30M-100M
3312,弘憶股,twse,2026-06-02,2026-06-01,50.1,60.6,60.6,2,176507248.5,True,False,True,2026,2745,C 100M-500M
3313,斐成,tpex,2016-08-03,2016-08-02,8.12,9.82,9.82,3,3251990.0,False,False,False,2016,384,A <30M
3313,斐成,tpex,2019-12-10,2019-12-09,15.0,18.15,18.15,2,765924.5,False,False,False,2019,1207,A <30M
3313,斐成,tpex,2022-04-19,2022-04-18,12.0,14.5,14.5,2,584495.5,True,False,False,2022,1778,A <30M
3313,斐成,tpex,2024-02-20,2024-02-19,14.6,17.65,17.65,2,1226293.5,True,False,False,2024,2225,A <30M
3315,宣昶,twse,2017-04-10,2017-04-07,19.1,23.1,23.1,3,1789145.5,False,False,False,2017,547,A <30M
