date,total_buy,top10_net_buy,top10_conc,next_day_reversal,foreign_net_share
2021-11-26,16,0,0.0,,0.0
2021-11-29,13,0,0.0,,0.0
2021-11-30,2000,0,0.0,,0.0
2021-12-01,1104,0,0.0,,0.0
2021-12-02,18100,0,0.0,,0.0
2021-12-03,2000,0,0.0,,0.0
2021-12-06,14599,0,0.0,,0.0
2021-12-07,5004,0,0.0,,0.0
2021-12-08,2953,0,0.0,,0.0
2021-12-09,1357,0,0.0,,0.0
2021-12-13,268,0,0.0,,0.0
2021-12-14,1237,0,0.0,,0.0
2021-12-15,214,0,0.0,,0.0
2021-12-16,7206,2000,0.277546,1.0,0.0
2021-12-17,7450,5000,0.671141,0.4,0.0
2021-12-20,5001,0,0.0,,0.0
2021-12-22,300,0,0.0,,0.0
2021-12-27,364,0,0.0,,0.0
2021-12-28,3000,0,0.0,,0.0
2021-12-29,25657,23450,0.913981,0.042644,0.0
2021-12-30,6305,0,0.0,,0.0
2022-01-03,45,0,0.0,,0.0
2022-01-04,2190,0,0.0,,0.0
2022-01-05,7487,1183,0.158007,8.453085,0.0
2022-01-06,16452,10000,0.607829,,0.0
2022-01-10,502,0,0.0,,0.0
2022-01-13,1,0,0.0,,0.0
2022-01-14,2,0,0.0,,0.0
2022-01-17,1000,0,0.0,,0.0
2022-01-24,1,0,0.0,,0.0
2022-01-25,1,0,0.0,,0.0
2022-01-26,9,0,0.0,,0.0
2022-02-07,3401,0,0.0,,0.0
2022-02-08,1117,0,0.0,,0.0
2022-02-09,33787,30500,0.902714,0.031016,0.0
2022-02-10,1654,946,0.571947,0.0,0.0
2022-02-11,972,0,0.0,,0.0
2022-02-14,10,0,0.0,,
2022-02-16,750,0,0.0,,0.0
2022-02-17,1,0,0.0,,0.0
2022-02-18,17000,0,0.0,,0.0
2022-02-22,4,0,0.0,,0.0
2022-02-23,1001,0,0.0,,0.0
2022-02-24,12,0,0.0,,0.0
2022-02-25,379,0,0.0,,0.0
2022-03-01,8,0,0.0,,0.0
2022-03-02,903,0,0.0,,0.0
2022-03-03,1671,0,0.0,,0.0
2022-03-04,16079,0,0.0,,0.0
2022-03-07,2001,0,0.0,,0.0
2022-03-10,450,0,0.0,,0.0
2022-03-11,3074,0,0.0,,0.0
2022-03-14,1654,0,0.0,,0.0
2022-03-15,7256,0,0.0,,0.0
2022-03-16,301,0,0.0,,0.0
2022-03-17,50,0,0.0,,0.0
2022-05-13,5001,0,0.0,,0.0
2022-05-16,109,0,0.0,,0.0
2022-05-19,5001,0,0.0,,0.0
2022-05-20,49,0,0.0,,0.0
2022-05-23,1,0,0.0,,0.0
2022-05-24,3,0,0.0,,0.0
2022-05-25,2,0,0.0,,0.0
2022-05-26,122,0,0.0,,0.0
2022-05-27,50,0,0.0,,0.0
2022-05-30,300,0,0.0,,0.0
2022-05-31,800,0,0.0,,0.0
2022-06-01,8150,0,0.0,,0.0
2022-06-06,54,0,0.0,,0.0
2022-06-07,2007,0,0.0,,0.0
2022-06-08,491,0,0.0,,0.0
2022-06-09,2067,0,0.0,,0.0
2022-06-13,1000,0,0.0,,0.0
2022-06-14,8267,8266,0.999879,0.000121,0.0
2022-06-15,23,0,0.0,,0.0
2022-06-16,20,0,0.0,,0.0
2022-06-17,1001,0,0.0,,0.0
2022-06-20,3,0,0.0,,0.0
2022-06-21,2003,0,0.0,,0.0
2022-06-22,2066,0,0.0,,0.0
2022-06-23,3000,0,0.0,,0.0
2022-06-24,900,0,0.0,,0.0
2022-06-27,474,0,0.0,,0.0
2022-06-28,2002,0,0.0,,0.0
2022-06-30,2001,0,0.0,,0.0
2022-07-01,1,0,0.0,,0.0
2022-07-05,109,0,0.0,,0.0
2022-07-06,4,0,0.0,,0.0
2022-07-07,8,0,0.0,,0.0
2022-07-12,1,0,0.0,,0.0
2022-07-14,1298,0,0.0,,0.0
2022-07-15,1750,0,0.0,,0.0
2022-07-18,1001,0,0.0,,0.0
2022-07-19,1,0,0.0,,0.0
2022-07-21,2547,0,0.0,,0.0
2022-07-22,1000,0,0.0,,0.0
2022-07-25,5000,0,0.0,,0.0
2022-07-27,7001,0,0.0,,0.0
2022-07-28,1,0,0.0,,0.0
2022-07-29,1000,0,0.0,,0.0
2022-08-01,40,0,0.0,,0.0
2022-08-02,300,0,0.0,,0.0
2022-08-03,1013,0,0.0,,0.0
2022-08-05,5,0,0.0,,0.0
2022-08-11,1000,0,0.0,,0.0
2022-08-16,11550,0,0.0,,0.0
2022-08-17,15295,0,0.0,,0.0
2022-08-18,22500,0,0.0,,0.0
2022-08-19,6003,0,0.0,,0.0
