date,broker_id,broker_name,buy_shares,sell_shares,net_shares,avg_buy_price,avg_sell_price
2026-05-14,1021,合庫台中,1000,0,1000,118.0,
2026-05-14,1023,合庫高雄,120,0,120,118.5,
2026-05-14,102C,合庫自強,2000,4000,-2000,118.5,118.0
2026-05-14,102E,合庫桃園,0,250,-250,,118.2
2026-05-14,102F,合庫西台中,1000,0,1000,117.5,
2026-05-14,1032,土銀台南,0,2000,-2000,,118.0
2026-05-14,1035,土銀新竹,0,1600,-1600,,118.3125
2026-05-14,1036,土銀玉里,2000,0,2000,117.5,
2026-05-14,1039,土銀士林,1000,1000,0,120.0,118.0
2026-05-14,103F,土銀南港,0,157,-157,,118.5
2026-05-14,1040,臺銀證券,1000,1000,0,120.0,117.5
2026-05-14,1045,臺銀新竹,100,1575,-1475,117.5,117.8175
2026-05-14,104A,臺銀臺中,2137,1000,1137,117.2981,118.5
2026-05-14,104C,臺銀高雄,2000,0,2000,118.0,
2026-05-14,104D,臺銀金山,12300,1000,11300,117.5122,118.0
2026-05-14,1113,台企銀九如,200,0,200,118.5,
2026-05-14,1115,台企銀太平,400,0,400,118.0,
2026-05-14,111A,台企銀民雄,2000,0,2000,118.0,
2026-05-14,111E,台企銀桃園,0,24000,-24000,,117.2917
2026-05-14,126D,宏遠台南,1000,0,1000,117.0,
2026-05-14,126X,宏遠新化,1000,0,1000,118.0,
2026-05-14,1440,美林證券,22000,12000,10000,118.0,118.875
2026-05-14,1470,摩根士丹利,11000,17000,-6000,118.4091,119.0
2026-05-14,1480,美商高盛亞,1000,0,1000,117.5,
2026-05-14,1560,港商野村,0,25000,-25000,,118.72
2026-05-14,1590,花旗環球,0,3000,-3000,,120.0
2026-05-14,1650,星洲瑞銀,0,3000,-3000,,118.8333
2026-05-14,2180,亞東,20,0,20,118.0,
2026-05-14,5262,美好楊梅,0,2000,-2000,,118.5
2026-05-14,5263,美好泰山,11000,1000,10000,118.0,118.0
2026-05-14,5265,美好苗栗,1000,0,1000,119.0,
2026-05-14,5267,美好基隆,1000,0,1000,118.0,
2026-05-14,526K,美好富順,0,1000,-1000,,118.5
2026-05-14,5320,高橋,1000,5000,-4000,118.0,120.0
2026-05-14,5381,第一金員林,1000,0,1000,117.5,
2026-05-14,5382,第一金台中,0,1000,-1000,,117.5
2026-05-14,5383,第一金高雄,6000,0,6000,117.5,
2026-05-14,5385,第一金桃園,1022,0,1022,117.0215,
2026-05-14,5387,第一金澎湖,30000,1000,29000,117.5,117.0
2026-05-14,5389,第一金中山,0,1000,-1000,,117.5
2026-05-14,538A,第一金新興,500,0,500,118.0,
2026-05-14,538C,第一金光復,1000,0,1000,118.0,
2026-05-14,538F,第一金大稻,1000,0,1000,117.5,
2026-05-14,538W,第一金華江,1000,0,1000,118.5,
2026-05-14,538Y,第一金中壢,12000,2000,10000,118.4583,117.5
2026-05-14,538j,第一金安和,1000,0,1000,117.5,
2026-05-14,5600,永興,0,3000,-3000,,117.8333
2026-05-14,5850,統一,4150,4000,150,117.5181,118.5
2026-05-14,5854,統一城中,1000,0,1000,118.5,
2026-05-14,5856,統一臺中,0,1000,-1000,,119.5
2026-05-14,5857,統一新竹,0,2000,-2000,,119.0
2026-05-14,5858,統一嘉義,1000,0,1000,118.0,
2026-05-14,5859,統一屏東,24,0,24,117.5,
2026-05-14,585E,統一新營,0,100,-100,,118.5
